2023-01-13 17:45:28: -- Analysis Started by User Command
2023-01-13 17:45:30: /notebooks/trade/.ipynb_checkpoints/CRSTechnology-checkpoint.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/__pycache__/hos.cpython-37.pyc: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/__pycache__/ricardo.cpython-37.pyc: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/__pycache__/sfm.cpython-37.pyc: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/CRSTechnology.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/gapminder.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/HOS.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/IRS_monopolistic.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/Ricardian_Trade.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/SFM.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/SFM_top.md: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/Tariff_in_general_equilibrium.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/TariffPartial.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/trade/xkcd_plots.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /notebooks/Untitled.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: /README.md: Conflict: New files that differ
2023-01-13 17:45:30: /requirements.txt: Conflict: New files that differ
2023-01-13 17:45:30: /scratch/insheet_pandas.ipynb: Conflict: New files that differ
2023-01-13 17:45:30: Analyze has finished with Conflicts. Resolve Conflicts by selecting the correct sync direction, then click Sync
2023-01-13 17:45:30: Changes: 1,023, Conflicts: 277, CopyTime: 0, FixState: 340, Errors: 0, All: 1364
2023-01-13 17:45:30: Left to Right: Copy File: 55 
2023-01-13 17:45:30: Right to Left: Copy File: 691 
2023-01-13 17:45:30: -- Analysis Complete. Time 00:00:02, Speed: 682 files/s
